OID,NDVI_center,Building_Coverage,Weighted_Height,SPEED_M_s_,ALT_M_,NR_TAC,NR_PCI,Base_Central_frequency_point,Base_Electronic_downtilt,Base_Mechanical_downtilt,Base_Power,Match_Dist,DEM_center,True_3D_Dist,Building_Coverage,Match_Angle_sin,Match_Angle_cos,Base_Direction_angle_sin,Base_Direction_angle_cos,NR_BAND_enc,Base_Bandwidth_enc,log_Match_Dist,log_True_3D_Dist,Power_to_Dist_ratio,Match_Dist_bin,SS_RSRP
112,0.579271019,0,0,40.492,235.6,10121472,319,636664,0,5,24,1353.617045,265,1355.282,-2.63E-17,0.144709008,0.989474256,0.64278761,-0.766044443,1,0,7.21127407,7.212502411,0.017730273,9,-85.4
113,0.628916025,0,0,36.775,240,10121472,76,636664,6,2,24,1118.768362,263,1121.56,-6.35E-18,0.667911362,0.744240829,-0.64278761,-0.766044443,1,0,7.020877123,7.02336707,0.021452162,8,-78
114,0.67365998,0,0,30.94625,361.625,10121472,61,636664,6,12,24,737.0037336,265,738.02625,3.64E-17,0.841967734,0.539527881,-0.5,-0.866025404,1,0,6.603948884,6.605333441,0.032564285,7,-82
115,0.686272025,0,0,39.05571429,344.2857143,10121472,61,636664,6,12,24,837.940946,269,839.0071429,4.75E-17,0.515510357,0.856883348,-0.5,-0.866025404,1,0,6.732140318,6.733410395,0.028641636,7,-80.14285714
116,0.694786012,0,0,43.7725,340.25,10121472,61,636664,6,12,24,741.3748307,270,742.175,7.58E-17,0.984887054,0.173197839,-0.5,-0.866025404,1,0,6.609854278,6.610931549,0.032372289,7,-79.875
117,0.711547971,0,0,40.968,377.2,10121472,61,636664,6,12,24,847.2151542,269,848.412,1.27E-16,0.479011062,0.877808865,-0.5,-0.866025404,1,0,6.743134323,6.744544345,0.028328105,7,-82.2
118,0.698114991,0,0,44.37,376.5,10121472,61,636664,6,12,24,865.9890366,264,867.235,1.27E-16,0.4696057,0.882876258,-0.5,-0.866025404,1,0,6.765026331,6.766462415,0.027713977,7,-82.5
119,0.66030997,0,0,42.766,377.2,10116864,981,636664,6,2,24,924.6582416,258,925.264,1.13E-16,0.98220696,-0.187801727,0,1,1,0,6.830505097,6.831159291,0.025955536,8,-88.2
120,0.664151013,0,0,40.84666667,377.6666667,10116864,981,636664,6,2,24,898.3919847,248,898.91,1.33E-16,0.946255407,-0.323420323,0,1,1,0,6.801718962,6.802294758,0.026714397,8,-88.66666667
121,0.632538021,0,0,48.3275,374.75,10121472,76,636664,6,2,24,942.7689853,246,943.895,1.05E-16,0.87168327,0.490069666,-0.64278761,-0.766044443,1,0,6.849881417,6.85107381,0.025456926,8,-87.75
122,0.564711988,0,0,42.63666667,377.6666667,10116864,981,636664,6,2,24,869.3383863,245,869.8733333,5.47E-17,0.945095806,-0.326793386,0,1,1,0,6.768882086,6.76949654,0.027607201,7,-90
123,0.561945021,0,0,45.685,376.25,10121472,145,636664,6,12,24,896.4829168,246,898.1,5.58E-17,0.245650131,0.969358558,0.573576436,-0.819152044,1,0,6.799594086,6.801394263,0.026771285,8,-85.5
124,0.535722971,0,0,37.87,380,10121472,145,636664,6,12,24,840.3792418,249,842.11,-2.19E-17,-0.020992454,0.999779634,0.573576436,-0.819152044,1,0,6.7350425,6.737097436,0.028558535,7,-83
125,0.645048976,0,0,46.124,352,10121472,76,636664,6,2,24,936.6251363,255,937.364,-4.30E-17,0.417054033,0.908881694,-0.64278761,-0.766044443,1,0,6.843350228,6.844137933,0.025623912,8,-84.4
126,0.689580977,0,0,49.2125,354.5,10121472,61,636664,6,12,24,787.6339006,261,788.435,-5.63E-17,0.208586958,0.978003825,-0.5,-0.866025404,1,0,6.670302209,6.6713175,0.030471009,7,-85
127,0.694607019,0,0,50.34333333,357,10121472,145,636664,6,12,24,778.0448264,267,779.0366667,-5.77E-17,-0.104954444,0.994477031,0.573576436,-0.819152044,1,0,6.658068588,6.659340927,0.030846552,7,-86
128,0.694522023,0,0,46.91,342,10116864,981,636664,6,2,24,795.3135179,269,797.315,-8.76E-17,-0.967985326,-0.251006791,0,1,1,0,6.679992975,6.682503256,0.030176779,7,-84
129,0.703508019,0,0,43.4,356.6666667,10121472,145,636664,6,12,24,816.997902,268,819.07,-1.55E-17,-0.956302246,0.292379913,0.573576436,-0.819152044,1,0,6.706859772,6.709389702,0.02937584,7,-85.33333333
130,0.709218025,0,0,40.805,348.25,10116864,981,636664,6,2,24,800.209472,265,802.6825,-1.66E-17,-0.97254137,-0.232730064,0,1,1,0,6.686122426,6.689204291,0.029992147,7,-84
131,0.70519501,0,0,39.996,358.2,10121472,145,636664,6,12,24,817.5114697,262,820.166,-2.32E-17,-0.997766,0.066805757,0.573576436,-0.819152044,1,0,6.70748741,6.710725281,0.029357386,7,-82.4
132,0.679580986,0,0,38.648,324,10121472,61,636664,6,12,24,747.8066548,263,749.06,-1.97E-17,-0.990125965,0.140180503,-0.5,-0.866025404,1,0,6.618480812,6.620153203,0.032093857,7,-84.4
133,0.676746011,0,0,23.56538462,307.0769231,10121472,61,636664,6,12,24,795.0148275,267,797.1953846,5.88E-18,-0.559380474,-0.828911024,-0.5,-0.866025404,1,0,6.679617813,6.68235341,0.030188116,7,-83.07692308
134,0.664891005,0,0,3.434891304,248.826087,10121472,61,636664,6,12,24,691.0757914,272,697.5916304,1.32E-17,-0.332001177,0.943278972,-0.5,-0.866025404,1,0,6.539695475,6.549066352,0.034728463,7,-79.48913043
135,0.677582979,0,0,36.63666667,392.6666667,10121472,533,426000,0,4,3,2405.356104,277,2406.883333,2.21E-17,-0.255479565,-0.966814456,-0.984807753,-0.173648178,0,1,7.785868892,7.786503356,0.001247217,9,-86.66666667
136,0.678803027,0,0,37.40333333,393,10121472,533,426000,0,4,3,3134.26811,283,3135.366667,4.77E-17,0.830833827,-0.556520576,-0.984807753,-0.173648178,0,1,8.050469971,8.050820297,0.000957161,9,-89
137,0.676003993,0,0,37.205,393,10121472,533,426000,0,4,3,3107.506138,288,3108.615,7.10E-17,0.827971255,-0.560770542,-0.984807753,-0.173648178,0,1,8.041897548,8.042254203,0.000965404,9,-89
138,0.653702021,0,0,35.51,393,10121472,533,426000,0,4,3,3085.323848,295,3086.44,0.016157131,0.825744442,-0.564044428,-0.984807753,-0.173648178,0,1,8.034735968,8.035097548,0.000972345,9,-87.5
139,0.635883987,0,0,36.54,393,10121472,533,426000,0,4,3,3055.240504,302,3056.37,0.041273298,0.82218526,-0.569219992,-0.984807753,-0.173648178,0,1,8.024940846,8.025310348,0.000981919,9,-86
140,0.640416026,0.403291627,22.16182568,34.255,393,10121472,533,426000,0,4,3,3033.54004,310,3034.68,0.045134121,0.819969717,-0.572406904,-0.984807753,-0.173648178,0,1,8.01781514,8.018190731,0.000988944,9,-86
141,0.536783993,0.561693852,22.16182568,43.15261905,366,10121472,281.7142857,546379.4286,3.428571429,4.285714286,15,1792.993715,316,1793.74119,0.045134121,-0.952454861,-0.304679731,-0.724515661,-0.689258339,1,0,7.492199539,7.492616107,0.008365897,9,-86.85714286
142,0.49209401,0.09652058,22.16182568,45.39055556,362.4166667,10121472,239.8333333,566442.6667,4,4.333333333,17,1540.430855,317,1541.155139,0.045134121,-0.993494454,0.113880505,-0.653860895,-0.756614783,1,0,7.340466391,7.340936158,0.011035873,9,-86.9
143,0.571264029,0,0,43.47125,367.4305556,10121472,239.8333333,566442.6667,4,4.333333333,17,1705.899372,313,1706.753611,0.02897699,-0.979073893,-0.203505064,-0.653860895,-0.756614783,1,0,7.442433771,7.442934108,0.009965418,9,-86.20555556
144,0.608503997,0,0,40.99465278,374.0625,10121472,304.5,531332,3,3,13.5,1961.747637,307,1962.759722,0.003860823,-0.771713164,-0.635970748,-0.866025404,-0.5,0,0,7.582100626,7.58261614,0.006881619,9,-85.57361111
145,0.52146399,0,0,38.57953373,380.0327381,10121472,380.6666667,496221.3333,2,3.333333333,10,2154.031871,307,2155.197937,0.000358843,-0.484997764,-0.874515391,-0.918216107,-0.396079766,0,1,7.675560792,7.676101735,0.004642457,9,-84.17956349
146,0.50702697,0,0,35.42507653,382.8316327,10120813.71,411,546379.4286,3.428571429,4.285714286,15,1890.411827,311,1891.590791,0.000358843,-0.641160317,-0.767406964,-0.258819045,-0.965925826,1,0,7.545078828,7.545701958,0.007934779,9,-84.89795918
147,0.505297005,0,0,17.97,388,10116864,981,636664,6,2,24,858.7756229,316,859.35,0.000358843,-0.813438466,-0.581650979,0,1,1,0,6.756671452,6.757339283,0.027946764,7,-86.5
148,0.617833972,0,0,19.655,387,10116864,981,636664,6,2,24,792.3689441,321,792.5275,0.000358843,-0.465888795,-0.88484328,0,1,1,0,6.676288365,6.676488196,0.030288921,7,-86
149,0.617214978,0,0,18.656,383.2,10121472,76,636664,6,2,24,872.6583518,328,874,0.000358843,-0.957950825,0.286932425,-0.64278761,-0.766044443,1,0,6.772689397,6.774223886,0.027502172,7,-86.6
150,0.59799701,0,0,29.82,381.3333333,10121472,76,636664,6,2,24,931.8216709,335,933.9033333,3.13E-17,-0.383593548,0.923502025,-0.64278761,-0.766044443,1,0,6.838214047,6.840443137,0.025756001,8,-87
151,0.583096027,0,0,32.25666667,381,10121472,76,636664,6,2,24,943.1094536,340,945.1466667,0.000454302,-0.406939238,0.91345523,-0.64278761,-0.766044443,1,0,6.850242106,6.852397596,0.025447736,8,-89
152,0.533041,0,0,31.53666667,381.6666667,10121472,76,636664,6,2,24,958.7925065,342,960.84,0.010027411,-0.437755337,0.899094136,-0.64278761,-0.766044443,1,0,6.866717122,6.868848117,0.025031485,8,-93
153,0.588627994,0,0,28.42,384.5,10121472,76,636664,6,2,24,971.3341937,343,973.54,0.010027411,-0.457218877,0.889354203,-0.64278761,-0.766044443,1,0,6.879699566,6.881965565,0.024708283,8,-93
154,0.575863004,0.001760184,17.23544168,31.8,386.6666667,10121472,76,636664,6,2,24,879.704062,342,884.0366667,0.010027411,-0.969273808,-0.245984319,-0.64278761,-0.766044443,1,0,6.780721658,6.785629075,0.027281902,7,-91
155,0.646511972,0,0,30.80333333,386.6666667,10119424,438,426000,0,4,15,648.9508036,340,657.5,0.010027411,0.966462989,-0.25680594,0.64278761,0.766044443,0,1,6.476896673,6.489964521,0.023114233,6,-87
156,0.678363979,0,0,24.68107197,392.7793561,10117888,504.75,504166,2.375,5.375,15.375,3966.966707,336,3969.875746,0.009573109,0.059297127,-0.998240377,-0.087155743,-0.996194698,0,1,8.286009078,8.28674194,0.003875757,9,-89.56448864
157,0.639488995,0,0,18.056,390,10121472,364,630000,6,6,24,4240.736665,332,4242.364,9.71E-18,-0.648021413,-0.761622116,0.173648178,-0.984807753,1,0,8.352728055,8.35311163,0.005659394,9,-97.8
158,0.648285985,0,0,22.78,391.7142857,10121472,755,636664,0,4,24,3494.034345,328,3496.044286,-7.22E-18,0.143889754,-0.989593724,-0.342020143,0.939692621,1,0,8.159098482,8.159673401,0.006868851,9,-95.57142857
159,0.666967988,0,0,26.09,389.875,9787648,807,630000,0,0,24,5138.26533,325,5139.76625,-6.27E-17,0.644774306,-0.764373008,0.64278761,0.766044443,1,0,8.544665416,8.544957423,0.004670837,9,-96
160,0.690549016,0,0,27.7,386.125,10121472,807,630000,0,0,24,5695.180864,316,5696.495,-1.12E-17,0.090325784,-0.995912272,0.64278761,0.766044443,1,0,8.647551205,8.647781884,0.004214089,9,-96.75
161,0.709630013,0,0,31.75,379.2,10121472,364,630000,6,6,24,4231.50509,302,4232.966,-1.35E-17,-0.625919153,-0.779887949,0.173648178,-0.984807753,1,0,8.350549317,8.350894421,0.005671741,9,-95.8
162,0.707233012,0,0,29.66333333,366,10121472,364,630000,6,6,24,6018.024044,288,6018.466667,-3.87E-17,-0.46892827,0.883236252,0.173648178,-0.984807753,1,0,8.702680406,8.702753941,0.00398802,9,-101
163,0.633320987,0,0,34.53666667,366,10121472,364,630000,6,6,24,6036.572362,278,6037.013333,-1.96E-17,-0.473453516,0.880818805,0.173648178,-0.984807753,1,0,8.705757283,8.705830318,0.003975766,9,-100.6666667
164,0.538169026,0,0,36.29,366,10121472,364,630000,6,6,24,6048.253637,273,6048.695,2.42E-17,-0.476673008,0.879080681,0.173648178,-0.984807753,1,0,8.707690178,8.707763137,0.003968088,9,-100
165,0.569837987,0,0,34.76333333,360.3333333,10121472,364,630000,6,6,24,4534.919402,273,4535.49,3.05E-17,-0.827888221,-0.560893122,0.173648178,-0.984807753,1,0,8.419783077,8.419908864,0.005292266,9,-97
166,0.591807008,0,0,34.055,352.1666667,10121472,364,630000,6,6,24,3768.635276,276,3769.125,2.19E-17,-0.136645655,-0.99061999,0.173648178,-0.984807753,1,0,8.234733532,8.234863436,0.006368353,9,-93.5
167,0.580851018,0,0,30.34,364,10121472,364,630000,6,6,24,6098.436627,279,6098.85,3.91E-17,-0.48789293,0.872903482,0.173648178,-0.984807753,1,0,8.71595169,8.71601946,0.003935435,9,-101
168,0.593533993,0,0,38.65666667,342.3333333,10119424,438,426000,0,4,15,3199.9301,279,3201.578333,3.25E-17,-0.746082539,-0.665853471,0.64278761,0.766044443,0,1,8.071196703,8.071711493,0.004687602,9,-90.5
169,0.682604015,0,0,28.134,342.7,10121472,118,636664,0,6,16,3239.050794,264,3239.549,1.60E-17,-0.226419029,-0.974029991,-0.766044443,-0.64278761,1,0,8.083344286,8.083498039,0.004939719,9,-91.9
170,0.709788024,0,0,28.20428571,344.2857143,10121472,118,636664,0,6,16,3483.583312,262,3483.801429,-4.73E-17,-0.279531563,-0.960136504,-0.766044443,-0.64278761,1,0,8.15610375,8.156166343,0.004592972,9,-92.71428571
171,0.716910005,0,0,30.07166667,346.1666667,10121472,118,636664,0,6,16,3808.240617,270,3808.476667,-5.65E-17,-0.543124971,-0.839651872,-0.766044443,-0.64278761,1,0,8.245185135,8.245247101,0.004201415,9,-93.33333333
172,0.642261028,0,0,26.085,334,10121472,118,636664,0,6,16,1444.383571,278,1444.51,-6.20E-17,0.994465325,-0.105065302,-0.766044443,-0.64278761,1,0,7.276130012,7.276217479,0.01107739,9,-87
173,0.582536995,0,0,34.89666667,358.3333333,10121472,364,630000,6,6,24,6186.493222,283,6186.836667,-5.48E-17,-0.509582949,0.860421535,0.173648178,-0.984807753,1,0,8.730285311,8.730340816,0.003879419,9,-102
174,0.563281,0,0,34.79714286,341.2857143,10121472,364,630000,6,6,24,4137.070847,288,4137.268571,-2.78E-17,-0.764172572,-0.645011845,0.173648178,-0.984807753,1,0,8.327984979,8.32803276,0.005801206,9,-96
175,0.562314987,0,0,40.1225,345.5,10121472,364,636664,0,6,24,3164.535109,289,3165.0975,5.55E-18,0.195513653,-0.98070098,0.173648178,-0.984807753,1,0,8.060077391,8.060255036,0.007584052,9,-92.75
176,0.670925975,0,0,40.808,361.8,10121472,364,630000,6,6,24,4252.639341,279,4253.554,1.22E-17,-0.516974048,-0.856001071,0.173648178,-0.984807753,1,0,8.355530211,8.355745218,0.005643554,9,-94
177,0.682321012,0,0,37.245,359,10121472,364,630000,6,6,24,6251.914558,266,6252.265,1.55E-17,-0.523871773,0.851797138,0.173648178,-0.984807753,1,0,8.740802963,8.740859006,0.003838824,9,-98
178,0.642674983,0,0,37.115,359,10121472,364,630000,6,6,24,6264.205014,261,6264.55,-3.33E-18,-0.526963454,0.849887944,0.173648178,-0.984807753,1,0,8.74276659,8.742821653,0.003831292,9,-98
179,0.637346029,0,0,31.8225,359,10121472,364,630000,6,6,24,6281.464125,267,6281.81,-5.48E-18,-0.530748985,0.847529064,0.173648178,-0.984807753,1,0,8.745517559,8.745572612,0.003820765,9,-99.5
180,0.630227029,0,0,22.91,359,10121472,364,630000,6,6,24,6302.658927,276,6303.006667,-5.16E-18,-0.534468239,0.84518856,0.173648178,-0.984807753,1,0,8.748885526,8.748940689,0.003807917,9,-101
181,0.648486972,0,0,22.06,358.25,10121472,364,630000,6,6,24,6317.759204,283,6318.095,-9.60E-18,-0.537103213,0.843516531,0.173648178,-0.984807753,1,0,8.751278139,8.751331281,0.003798815,9,-99.5
182,0.627068996,0,0,30.78,358.3333333,10121472,364,630000,6,6,24,6331.696688,289,6332.033333,-1.74E-17,-0.540382868,0.841419251,0.173648178,-0.984807753,1,0,8.753481441,8.7535346,0.003790453,9,-98
183,0.542958021,0,0,31.015,351.75,10121472,364,630000,6,6,24,5032.923788,296,5033.2125,-5.16E-18,-0.999984362,-0.005592467,0.173648178,-0.984807753,1,0,8.523955036,8.524012388,0.0047686,9,-95.25
184,0.545611024,0,0,25.84285714,344.2857143,10121472,118,636664,0,6,16,3339.590504,301,3339.828571,5.94E-18,-0.276325921,-0.961063986,-0.766044443,-0.64278761,1,0,8.113902868,8.11397413,0.004791007,9,-92
185,0.570695996,0,0,21.89222222,341.2222222,10121472,118,636664,0,6,16,2824.110153,299,2824.326667,1.22E-17,0.097790955,-0.995206978,-0.766044443,-0.64278761,1,0,7.946302635,7.946379271,0.005665501,9,-91.33333333
186,0.700756013,0,0,24.3275,341.25,10121472,118,636664,0,6,16,3035.475221,290,3035.69,8.83E-18,-0.06937312,-0.997590783,-0.766044443,-0.64278761,1,0,8.018452655,8.018523385,0.005271003,9,-92
187,0.706969976,0,0,22.05,336.8333333,10121472,118,636664,0,6,16,1891.881152,279,1892.073333,0.000168253,0.685406539,-0.728160612,-0.766044443,-0.64278761,1,0,7.545855366,7.545956889,0.008457191,9,-88.66666667
188,0.683888972,0,0,31.60833333,335.5,10121472,118,636664,0,6,16,3691.363971,272,3691.528333,0.000168253,-0.536361103,-0.843988606,-0.766044443,-0.64278761,1,0,8.214022174,8.214066687,0.004334441,9,-95.5
189,0.643941998,0,0,22.8425,334.8333333,10121472,755,636664,0,6,24,2837.61488,267,2837.933333,0.000168253,0.635750937,-0.771894259,-0.342020143,0.939692621,1,0,7.951071494,7.951183674,0.008457807,9,-92.66666667
190,0.643959999,0,0,9.2,333.6578947,10121472,129,636664,0,4,24,1250.664187,261,1251.119211,0.000168253,0.783761984,-0.621061311,0.984807753,0.173648178,1,0,7.132229294,7.132592764,0.019189803,9,-89.02631579
191,0.682856977,0,0,24.29444444,334.6666667,10121472,129,636664,0,4,24,841.9992435,254,842.4366667,0.000168253,0.979227355,-0.202765351,0.984807753,0.173648178,1,0,6.736966061,6.737484815,0.028503589,7,-89
192,0.702736974,0,0,29.92571429,333.8571429,10121472,129,636664,0,4,24,741.0318396,249,741.4257143,1.14E-17,0.787594827,-0.616193467,0.984807753,0.173648178,1,0,6.609392153,6.609922818,0.032387272,7,-89
193,0.692596018,0,0,25.91571429,333.5714286,10121472,118,636664,0,6,16,742.6477745,244,742.9985714,1.14E-17,0.844823436,-0.535045197,-0.766044443,-0.64278761,1,0,6.611567501,6.612039115,0.021544534,7,-89
194,0.681258023,0,0,27.74142857,333.4285714,10121472,129,636664,0,4,24,699.7873119,240,700.19,8.12E-18,0.758818944,-0.651301628,0.984807753,0.173648178,1,0,6.552204434,6.552778892,0.034296135,7,-88.57142857
195,0.683605015,0,0,27.676,333.8,10121472,118,636664,0,6,16,728.899966,236,729.2,5.52E-18,0.92365437,-0.383226572,-0.766044443,-0.64278761,1,0,6.592907492,6.593318469,0.021950886,7,-88.2
196,0.663136005,0,0,25.68555556,328.5555556,10121472,118,636664,0,6,24,1970.708361,235,1971.231111,-5.90E-19,0.168329608,-0.985730766,-0.766044443,-0.64278761,1,0,7.586655634,7.586920725,0.012178362,9,-92.22222222
197,0.683224022,0,0,27.795,328.3,10121472,118,636664,0,6,24,1700.887272,235,1701.324,8.85E-18,0.710451478,-0.703746188,-0.766044443,-0.64278761,1,0,7.439493074,7.439749655,0.014110283,9,-92.5
198,0.719480991,0,0,31.02666667,328.3333333,9774592,117,630000,3,0,24,7351.305131,237,7351.686667,3.50E-18,-0.539782376,-0.841804601,-0.422618262,0.906307787,1,0,8.902769166,8.902821058,0.003264726,9,-96.83333333
199,0.720010996,0,0,22.11375,330.75,9774592,117,630000,3,0,24,8897.923357,240,8897.9325,6.83E-18,0.293448378,-0.955974921,-0.422618262,0.906307787,1,0,9.093685577,9.093686605,0.002697259,9,-96
200,0.713029981,0,0,21.74444444,328.8888889,10121472,291,630000,0,6,24,1608.163915,243,1608.644444,6.83E-18,0.924117558,0.382108281,-0.766044443,-0.64278761,1,0,7.383470016,7.383768591,0.014923852,9,-95.66666667
201,0.488570988,0.068316941,16.59819768,42.15666667,233.6666667,10116864,386,636664,0,8,24,305.0925366,252,312.7333333,0.009283127,-0.716444971,-0.697643607,0.342020143,0.939692621,1,0,5.723887463,5.748543368,0.078664658,3,-73
202,0.521871984,0,0,50.11,223,10116864,386,636664,0,8,24,336.5271267,257,345.68,0.009283127,-0.759085489,-0.650990953,0.342020143,0.939692621,1,0,5.821645882,5.848402164,0.071316687,3,-76
203,0.603094995,0,0,49.715,232,10116864,384,636664,6,13,24,343.7180208,261,350.775,0.009283127,-0.785695411,-0.618613547,0.766044443,-0.64278761,1,0,5.842726752,5.862991767,0.069824677,4,-67
204,0.612083018,0,0,38.395,236.75,10116864,386,636664,0,8,24,366.2425372,262,372.0125,0.00259036,-0.820881152,-0.571099058,0.342020143,0.939692621,1,0,5.906022494,5.921611931,0.065530345,4,-73.375
205,0.683268011,0,0,36.556,243.6,10116864,386,636664,0,8,24,393.5036536,260,397.816,0.001230274,-0.846770569,-0.531958272,0.342020143,0.939692621,1,0,5.977628402,5.988500158,0.060990539,4,-74
206,0.708742976,0,0,34.336,242.4,10121472,61,636664,6,12,24,680.7614414,257,685.834,1.08E-17,0.847098256,-0.531436303,-0.5,-0.866025404,1,0,6.524679804,6.532092633,0.035254641,7,-78.4
207,0.702467024,0,0,31.084,236.8,10116864,384,636664,6,13,24,442.8320918,253,447.622,-2.56E-19,-0.874858846,-0.484377951,0.766044443,-0.64278761,1,0,6.095446319,6.106180662,0.054196614,5,-79.4
208,0.703799009,0,0,51.98,243,10116864,384,636664,6,13,24,467.7669098,250,471.47,1.97E-17,-0.882808448,-0.469733162,0.766044443,-0.64278761,1,0,6.150105651,6.157974253,0.051307605,5,-76
209,0.701578021,0,0,43.55,244.75,10116864,386,636664,0,8,24,731.3550974,251,734.235,-8.03E-18,-0.084845177,-0.996394147,0.342020143,0.939692621,1,0,6.596265502,6.600190176,0.032815796,7,-80.25
210,0.701059997,0,0,43.96666667,248.3333333,10116864,384,636664,6,13,24,743.2857897,256,745.6833333,-2.19E-17,0.005190179,-0.999986531,0.766044443,-0.64278761,1,0,6.612425087,6.615641177,0.032289061,7,-81.33333333
211,0.681491017,0,0,51.23,259,10121472,319,636664,0,5,24,1163.964798,261,1164.573333,-2.19E-17,0.996695313,0.081230859,0.64278761,-0.766044443,1,0,7.060446149,7.060968376,0.02061918,8,-81.33333333
212,0.608805001,0,0,38.7,232.5,10121472,319,636664,0,5,24,1473.379044,260,1473.675,-2.63E-17,0.023842172,0.999715735,0.64278761,-0.766044443,1,0,7.295992193,7.296192906,0.016289087,9,-90
213,0.596849978,0,0,42.445,237.5,10121472,61,636664,6,12,24,728.8970574,258,736.21,-6.35E-18,0.531815988,0.846859938,-0.5,-0.866025404,1,0,6.592903507,6.602872791,0.03292646,7,-83
214,0.610358,0,0,43.975,246,10116864,384,636664,6,13,24,634.4433332,258,636.91,3.64E-17,-0.947010363,-0.321203009,0.766044443,-0.64278761,1,0,6.454322918,6.458197208,0.037828437,6,-88
215,0.644906998,0,0,50.58,257,10121472,244,636664,6,12,24,642.6543956,260,647.61,4.75E-17,0.111527575,0.99376134,-0.64278761,-0.766044443,1,0,6.467161929,6.474831612,0.037345111,6,-85
216,0.690998018,0,0,51.52,340,10121472,145,636664,6,12,24,825.8284356,262,825.95,7.58E-17,0.258374735,0.966044769,0.573576436,-0.819152044,1,0,6.71759722,6.717744234,0.029061726,7,-80
217,0.703842998,0,0,44.32425,352.4083333,10121472,103,636664,6,12,24,809.3713123,262,809.9753333,1.27E-16,0.490376566,0.871510656,0.043619387,-0.999048222,1,0,6.697492553,6.698237638,0.029652645,7,-81.0125
218,0.697245002,0,0,42.67983333,358.7333333,10120704,256.3333333,636664,6,10.33333333,24,832.8396242,259,833.4151667,1.27E-16,0.526339578,0.850274455,0.608761429,-0.79335334,1,0,6.726041087,6.72673108,0.028817073,7,-82.56666667
219,0.682955027,0,0,43.74627778,359.0611111,10119936,409.6666667,636664,6,8.666666667,24,839.7425818,254,840.209,1.13E-16,0.694464785,0.719526693,0.953716951,-0.3007058,1,0,6.734285527,6.734840143,0.028580187,7,-83.72777778
220,0.682667971,0,0,45.52252778,359.0194444,10119936,412.1666667,636664,6,7,24,851.6001006,244,852.0523333,1.33E-16,0.748374598,0.663276308,0.944567537,-0.328317176,1,0,6.748290622,6.748820898,0.028182242,7,-84.60277778
221,0.613583982,0,0,46.02197222,354.6972222,10119936,412.1666667,636664,6,7,24,838.962072,243,839.4475556,1.05E-16,0.752357335,0.65875522,0.944567537,-0.328317176,1,0,6.733356738,6.733934554,0.028606776,7,-84.36944444
222,0.497397006,0,0,46.85192857,348.3714286,10120155.43,374,636664,6,7.714285714,24,839.7687328,244,840.656,5.47E-17,0.998234599,-0.059394321,0.911505852,-0.411287103,1,0,6.734316631,6.73537138,0.028579297,7,-83.91190476
223,0.57269901,0,0,50.835,342,10121472,145,636664,6,12,24,782.3421105,249,782.505,5.58E-17,-0.010637461,0.999943421,0.573576436,-0.819152044,1,0,6.663569523,6.663777443,0.030677116,7,-83
224,0.580963016,0,0,51.91,343,10121472,145,636664,6,12,24,785.2293727,256,785.415,-2.19E-17,-0.046972202,0.998896197,0.573576436,-0.819152044,1,0,6.667248573,6.667484643,0.030564318,7,-83
